upc;filename;etat;gencod;prix_final;prix_base;nom;reference;id;short_description;quantite;manufacturer;categorie;unite;prix_unite;profondeur;weight;feature;minimal_quantity;;;
114215018;centraleachatexport.com/23288-small_default/faux-filet-limousin.jpg;1;2,924E+11;23.930348;23.930348;Faux-filet limousin;851527;683;Faux-filet limousin;10000;;1,2,6261,6271,6361,6669;0,85;0.850000;0.009600;0.730000;Unité par carton-0.73,NB carton/palette-80,DLV Garantie-13,DLV Théorique-14;1;;;
114215019;;1;2,92412E+11;14.109138;14.109138;Biftek limousin;851501;684;Biftek limousin  L'hebdopack 140g;10000;;1,2,6261,6271,6361,6669;0,58;0.580000;0.009600;0.580000;Conditionnement-L'hebdopack 140g,Unité par carton-0.58,NB carton/palette-80,DLV Garantie-13,DLV Théorique-14;1;;;
114215020;centraleachatexport.com/23289-small_default/pave-rumsteack-limousin.jpg;1;2,9243E+11;30.834893;30.834893;Pavé rumsteack limousin;851543;685;Pavé rumsteack limousin;10000;;1,2,6261,6271,6361,6669;1,15;1.150000;0.009600;1.150000;Unité par carton-1.15,NB carton/palette-80,DLV Garantie-13,DLV Théorique-14;1;;;
114215021;centraleachatexport.com/23290-small_default/tournedos-filet-x2.jpg;1;2,92451E+11;107.617875;107.617875;Tournedos filet x2;925008;686;Tournedos filet x2;10000;;1,2,6261,6271,6361,6669;2,5;2.500000;0.009600;1.680000;Unité par carton-1.68,NB carton/palette-100,DLV Garantie-10,DLV Théorique-11;1;;;
114215022;centraleachatexport.com/23291-small_default/faux-filet.jpg;1;2,92452E+11;42.26136;42.261360;Faux-filet;925123;687;Faux-filet  La barquette de 200g;10000;;1,2,6261,6271,6361,6669;1,6;1.600000;0.010000;0.840000;Conditionnement-La barquette de 200g,Unité par carton-0.84,NB carton/palette-100,DLV Garantie-13,DLV Théorique-14;1;;;
114215023;centraleachatexport.com/23292-small_default/entrecote-epaisse.jpg;1;2,92462E+11;44.799264;44.799264;Entrecôte épaisse;925305;688;Entrecôte épaisse  Le pack 2 x 130g;10000;;1,2,6261,6271,6361,6669;1,44;1.440000;0.009425;1.440000;Conditionnement-Le pack 2 x 130g,Unité par carton-1.44,NB carton/palette-100,DLV Garantie-13,DLV Théorique-14;1;;;
114215024;centraleachatexport.com/23293-small_default/entrecote.jpg;1;2,92464E+11;97.27521;97.275210;Entrecôte;925669;689;Entrecôte  CHARAL L'hebdopack x 8;10000;CHARAL;1,2,6261,6271,6361,6669;3,1;3.100000;0.009600;3.100000;Conditionnement-L'hebdopack x 8,Unité par carton-3.1,NB carton/palette-184,DLV Garantie-13,DLV Théorique-14;1;;;
114215026;centraleachatexport.com/23295-small_default/bifteck-extra-tendre.jpg;1;2,92472E+11;56.28129;56.281290;Bifteck extra tendre;925206;691;Bifteck extra tendre   L'hebdopack x 2;10000;;1,2,6261,6271,6361,6669;2,6;2.600000;0.009425;1.680000;Conditionnement-L'hebdopack x 2,Unité par carton-1.68,NB carton/palette-100,DLV Garantie-13,DLV Théorique-14;1;;;
114215028;centraleachatexport.com/23297-small_default/bavette-aloyau-x2.jpg;1;2,92475E+11;64.46979;64.469790;Bavette aloyau x2;925487;693;Bavette aloyau x2;10000;;1,2,6261,6271,6361,6669;2,2;2.200000;0.009600;1.000000;Unité par carton-1,NB carton/palette-100,DLV Garantie-7,DLV Théorique-8;1;;;
114215029;centraleachatexport.com/23298-small_default/faux-filet-x2.jpg;1;2,92477E+11;43.247232;43.247232;Faux-filet x2;925107;694;Faux-filet x2;10000;;1,2,6261,6271,6361,6669;1,68;1.680000;0.009425;1.680000;Unité par carton-1.68,NB carton/palette-100,DLV Garantie-13,DLV Théorique-14;1;;;
114215031;;1;2,40938E+12;8.089875;8.089875;Coeur de bœuf;576900;696;Coeur de bœuf  La barquette 150g;10000;;1,2,6261,6271,6361,6669;0,9;0.900000;0.018000;0.900000;Conditionnement-La barquette 150g,Unité par carton-0.9,NB carton/palette-80,DLV Garantie-6,DLV Théorique-7;1;;;
114215032;;1;2,40939E+12;21.178665;21.178665;Rognon boeuf cube;576884;697;Rognon boeuf cube   La barquette 450g;10000;;1,2,6261,6271,6361,6669;2,7;2.700000;0.018000;2.700000;Conditionnement-La barquette 450g,Unité par carton-2.7,NB carton/palette-80,DLV Garantie-6,DLV Théorique-7;1;;;
114215035;;1;2,41073E+12;41.305914;41.305914;Bavette aloyau;925164;700;Bavette aloyau  Le pack 2 x 130g;10000;;1,2,6261,6271,6361,6669;1,56;1.560000;0.012000;1.560000;Conditionnement-Le pack 2 x 130g,Unité par carton-1.56,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215036;;1;2,41074E+12;49.149477;49.149477;Tournedos tranche;925149;701;Tournedos tranche  Le pack 3 x 130g;10000;;1,2,6261,6271,6361,6669;2,34;2.340000;0.021600;2.340000;Conditionnement-Le pack 3 x 130g,Unité par carton-2.34,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215038;centraleachatexport.com/23300-small_default/steak-filet.jpg;1;2,4515E+12;20.410425;20.410425;Steak filet;965343;703;Steak filet  La barquette 110g;10000;;1,2,6261,6271,6361,6669;0,5;0.500000;0.009600;0.500000;Conditionnement-La barquette 110g,Unité par carton-0.5,NB carton/palette-80,DLV Garantie-11,DLV Théorique-13;1;;;
114215039;centraleachatexport.com/37836-small_default/entrecote.jpg;1;2,49456E+12;48.072825;48.072825;Entrecôte;925644;704;Entrecôte  CHARAL L'hebdopack x 8;10000;CHARAL;1,2,6261,6271,6361,6669;1,5;1.500000;0.009600;1.500000;Conditionnement-L'hebdopack x 8,Unité par carton-1.5,NB carton/palette-184,DLV Garantie-13,DLV Théorique-14;1;;;
114215040;centraleachatexport.com/23302-small_default/onglet.jpg;1;2,49459E+12;31.45005;31.450050;Onglet;925461;705;Onglet;10000;;1,2,6261,6271,6361,6669;1;1.000000;0.012000;1.000000;Unité par carton-1,NB carton/palette-100,DLV Garantie-6,DLV Théorique-7;1;;;
114215041;centraleachatexport.com/23303-small_default/entrecote.jpg;1;2,60182E+12;51.15024;51.150240;Entrecôte;924902;706;Entrecôte  Le pack 2 x 180g;10000;;1,2,6261,6271,6361,6669;1,92;1.920000;0.012000;1.920000;Conditionnement-Le pack 2 x 180g,Unité par carton-1.92,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215042;centraleachatexport.com/23304-small_default/bifteck-faux-filet.jpg;1;2,60183E+12;38.51424;38.514240;Bifteck faux-filet;924944;707;Bifteck faux-filet  Le pack 2 x 180g;10000;;1,2,6261,6271,6361,6669;1,72;1.720000;0.012000;1.720000;Conditionnement-Le pack 2 x 180g,Unité par carton-1.72,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215045;;1;2,60184E+12;22.66929;22.669290;Pot feu sans os;925180;710;Pot feu sans os   La barquette 700g;10000;;1,2,6261,6271,6361,6669;2,1;2.100000;0.012000;2.100000;Conditionnement-La barquette 700g,Unité par carton-2.1,NB carton/palette-136,DLV Garantie-9,DLV Théorique-10;1;;;
114215046;;1;2,60185E+12;41.487795;41.487795;Bifteck bas coté;925248;711;Bifteck bas coté   Le pack 2 x 180g;10000;;1,2,6261,6271,6361,6669;2,7;2.700000;0.012000;2.160000;Conditionnement-Le pack 2 x 180g,Unité par carton-2.16,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215047;;1;2,60185E+12;48.08412;48.084120;Bourguignon;925388;712;Bourguignon   La barquette 700g;10000;;1,2,6261,6271,6361,6669;4,2;4.200000;0.021600;4.200000;Conditionnement-La barquette 700g,Unité par carton-4.2,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215049;;1;2,60185E+12;28.813122;28.813122;Bifteck bœuf;924969;714;Bifteck bœuf  Le pack 2 x 130g;-914969;;1,2,6261,6271,6361,6669;1,56;1.560000;0.012000;1.560000;Conditionnement-Le pack 2 x 130g,Unité par carton-1.56,NB carton/palette-80,DLV Garantie-9,DLV Théorique-10;1;;;
114215050;centraleachatexport.com/23305-small_default/cote-de-boeuf.jpg;1;2,65637E+12;38.45826;38.458260;Côte de bœuf;957142;715;Côte de bœuf CHARAL L'hebdopack 600g;-947142;CHARAL;1,2,6261,6271,6361,6669;1,2;1.200000;0.003200;1.200000;Conditionnement-L'hebdopack 600g,Unité par carton-1.2,NB carton/palette-80,DLV Garantie-10,DLV Théorique-11;1;;;
114215051;;1;2,66558E+12;20.543175;20.543175;Joue de bœuf;958686;716;Joue de bœuf  La barquette 500g;-948686;;1,2,6261,6271,6361,6669;1,5;1.500000;0.018000;1.500000;Conditionnement-La barquette 500g,Unité par carton-1.5,NB carton/palette-80,DLV Garantie-6,DLV Théorique-7;1;;;
114215052;centraleachatexport.com/23306-small_default/roti-boeuf-filet.jpg;1;2,66604E+12;93.51;93.510000;Rôti boeuf filet;861229;717;Rôti boeuf filet  SOCOPA;10000;SOCOPA;1,2,6261,6271,6361,6669;2,4;2.400000;0.015600;2.400000;Unité par carton-2.4,NB carton/palette-96,DLV Garantie-7,DLV Théorique-8;1;;;
114215053;;1;2,66609E+12;22.544046;22.544046;Bavette aloya race;956045;718;Bavette aloya race  La barquette 140g;10000;;1,2,6261,6271,6361,6669;0,84;0.840000;0.021600;0.840000;Conditionnement-La barquette 140g,Unité par carton-0.84,NB carton/palette-64,DLV Garantie-6,DLV Théorique-7;1;;;
114215054;;1;2,66609E+12;39.294864;39.294864;Bifteck race;956029;719;Bifteck race  La barquette 2 x 140g;10000;;1,2,6261,6271,6361,6669;1,68;1.680000;0.021600;1.680000;Conditionnement-La barquette 2 x 140g,Unité par carton-1.68,NB carton/palette-64,DLV Garantie-6,DLV Théorique-7;1;;;
114215055;;1;2,66609E+12;30.375353;30.375353;Faux-filet race;956060;720;Faux-filet race  La barquette 190g;10000;;1,2,6261,6271,6361,6669;1,15;1.150000;0.021600;1.150000;Conditionnement-La barquette 190g,Unité par carton-1.15,NB carton/palette-64,DLV Garantie-6,DLV Théorique-7;1;;;
114215056;centraleachatexport.com/23307-small_default/entrecote-race.jpg;1;2,66609E+12;40.644864;40.644864;Entrecote race;956086;721;Entrecote race  La barquette 230g;10000;;1,2,6261,6271,6361,6669;1,38;1.380000;0.021600;1.380000;Conditionnement-La barquette 230g,Unité par carton-1.38,NB carton/palette-64,DLV Garantie-6,DLV Théorique-7;1;;;
114215057;centraleachatexport.com/23308-small_default/pave-de-rumsteck-race.jpg;1;2,66609E+12;46.50912;46.509120;Pavé de rumsteck race;958041;722;Pavé de rumsteck race;10000;;1,2,6261,6271,6361,6669;1,92;1.920000;0.021600;1.920000;Unité par carton-1.92,NB carton/palette-64,DLV Garantie-6,DLV Théorique-7;1;;;
114215058;centraleachatexport.com/23309-small_default/tournedos-race.jpg;1;2,66609E+12;38.27628;38.276280;Tournedos race;958025;723;Tournedos race   Le pack 2 x 150g;10000;;1,2,6261,6271,6361,6669;1,8;1.800000;0.021600;1.800000;Conditionnement-Le pack 2 x 150g,Unité par carton-1.8,NB carton/palette-64,DLV Garantie-6,DLV Théorique-7;1;;;
114215060;centraleachatexport.com/23310-small_default/viande-a-fondue.jpg;1;2,66666E+12;28.83465;28.834650;Viande à fondue;861203;725;Viande à fondue SOCOPA;10000;SOCOPA;1,2,6261,6271,6361,6669;1,5;1.500000;0.008400;1.500000;Unité par carton-1.5,NB carton/palette-112,DLV Garantie-7,DLV Théorique-8;1;;;
114215061;;1;2,66674E+12;18.85344;18.853440;1/2 langue de bœuf;958728;726;1/2 langue de bœuf  La pièce 800g;-948728;;1,2,6261,6271,6361,6669;1,6;1.600000;0.018000;1.600000;Conditionnement-La pièce 800g,Unité par carton-1.6,NB carton/palette-80,DLV Garantie-4,DLV Théorique-5;1;;;
114215062;;1;2,66683E+12;7.223003;7.223003;Foie de bœuf;576926;727;Foie de bœuf  La barquette 140g;-566926;;1,2,6261,6271,6361,6669;0,85;0.850000;0.018000;0.850000;Conditionnement-La barquette 140g,Unité par carton-0.85,NB carton/palette-80,DLV Garantie-6,DLV Théorique-7;1;;;
114215063;centraleachatexport.com/23311-small_default/boulette-boeuf-x15.jpg;1;3,03905E+12;17.9616;17.961600;Boulette bœuf x15;935940;728;Boulette bœuf x15 SOCOPA Le paquet 375g;-925940;SOCOPA;1,2,6261,6271,6361,6669;4;4.000000;0.018000;1.600000;Conditionnement-Le paquet 375g,Unité par carton-4,NB carton/palette-48,DLV Garantie-5,DLV Théorique-6;1;;;
114215064;centraleachatexport.com/31001-small_default/boulette-boeuf-orientale-halal-x15.jpg;1;3,03905E+12;17.5386;17.538600;Boulette boeuf orientale halal x15;971861;729;Boulette boeuf orientale halal x15  SOCOPA La barquette 375g;10000;SOCOPA;1,2,6261,6271,6361,6669;4;4.000000;0.009000;1.600000;Conditionnement-La barquette 375g,Unité par carton-4,NB carton/palette-48,DLV Garantie-6,DLV Théorique-7;1;;;
114215065;centraleachatexport.com/23312-small_default/hache-5-delbouch.jpg;1;3,03905E+12;19.7298;19.729800;Haché 5% del.bouch.;935965;730;Haché 5% del.bouch. SOCOPA Le packet 2 x 150g;10000;SOCOPA;1,2,6261,6271,6361,6669;4;4.000000;0.014400;1.300000;Conditionnement-Le packet 2 x 150g,Unité par carton-4,NB carton/palette-96,DLV Garantie-6,DLV Théorique-7;1;;;
114215066;;1;3,03905E+12;24.4416;24.441600;Haché 15% halal;971846;731;Haché 15% halal SOCOPA Le pack 2x125g;10000;SOCOPA;1,2,6261,6271,6361,6669;8;8.000000;0.009000;2.200000;Conditionnement-Le pack 2x125g,Unité par carton-8,NB carton/palette-48,DLV Garantie-6,DLV Théorique-7;1;;;
114215067;centraleachatexport.com/23313-small_default/2-bavettes-fondue-a-l-echalote.jpg;1;3,03905E+12;25.5402;25.540200;2 bavettes & fondue à l'échalote;938886;732;2 bavettes &amp; fondue à l'échalote SOCOPA L'étui 240g;25.5402;SOCOPA;1,2,6261,6271,6361,6669;4;4.000000;0.009000;3.000000;Conditionnement-L'étui 240g,Unité par carton-4,NB carton/palette-48,DLV Garantie-9,DLV Théorique-10;1;;
114215070;centraleachatexport.com/31002-small_default/steacks-haches-15.jpg;1;3,03905E+12;12.0816;12.081600;Steacks hachés 15%;953703;735;Steacks hachés 15% BELLE FRANCE Le pack 2 x 125g;10000;BELLE FRANCE;1,2,6261,6271,6361,6669;4;4.000000;0.009600;1.000000;Conditionnement-Le pack 2 x 125g,Unité par carton-4,NB carton/palette-112,DLV Garantie-9,DLV Théorique-10,Produits belle france -oui;1;;;
114215071;centraleachatexport.com/23315-small_default/steacks-haches-15.jpg;1;3,03905E+12;11.4186;11.418600;Steacks hachés 15%;953729;736;Steacks hachés 15% BELLE FRANCE Le pack 2 x 125g;9998;BELLE FRANCE;1,2,6261,6271,6361,6669;4;4.000000;0.009600;1.000000;Conditionnement-Le pack 2 x 125g,Unité par carton-4,NB carton/palette-112,DLV Garantie-6,DLV Théorique-7,Produits belle france -oui;1;;;
114215072;centraleachatexport.com/23316-small_default/4-steaks-haches-15-mg.jpg;1;3,03905E+12;16.5786;16.578600;4 steaks hachés 15% M.G.;959767;737;4 steaks hachés 15% M.G. TENDREMENT BON La barquette 400g;10000;TENDREMENT BON;1,2,6261,6271,6361,6669;4;4.000000;0.009600;1.600000;Conditionnement-La barquette 400g,Unité par carton-4,NB carton/palette-112,DLV Garantie-6,DLV Théorique-7;1;;;
114215074;centraleachatexport.com/23318-small_default/hache-5-facon-boucher.jpg;1;3,18123E+12;31.452;31.452000;Haché 5% façon boucher;835363;739;Haché 5% façon boucher CHARAL Le pack 2 x 125g;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.005460;2.000000;Conditionnement-Le pack 2 x 125g,Unité par carton-8,NB carton/palette-120,DLV Garantie-7,DLV Théorique-8;1;;;
114215075;centraleachatexport.com/23319-small_default/steak-hache-pur-boeuf.jpg;1;3,18123E+12;17.2095;17.209500;Steak haché pur boeuf;925743;740;Steak haché pur boeuf CHARAL L'hebdopack 125g;10000;CHARAL;1,2,6261,6271,6361,6669;10;10.000000;0.013200;1.500000;Conditionnement-L'hebdopack 125g,Unité par carton-10,NB carton/palette-128,DLV Garantie-6,DLV Théorique-7;1;;;
114215076;centraleachatexport.com/42291-small_default/hache-grand-cru.jpg;1;3,18123E+12;28.8492;28.849200;Haché grand cru;949305;741;<p>Haché grand cru CHARAL Le pack 2 x125g</p>;10000;CHARAL;2,6261,6271,6361,6669;8;8.000000;0.005460;2.000000;Conditionnement-Le pack 2 x125g,Unité par carton-8,NB carton/palette-120,DLV Garantie-6,DLV Théorique-7;1;;;
114215077;centraleachatexport.com/42135-small_default/hache-15.jpg;1;3,18123E+12;23.3172;23.317200;Haché 15%;949222;742;<p>Haché 15% CHARAL La barquette 225g</p>;10000;CHARAL;2,6261,6271,6361,6669;8;8.000000;0.005460;1.800000;Conditionnement-La barquette 225g,Unité par carton-8,NB carton/palette-120,DLV Garantie-6,DLV Théorique-7;1;;;
114215078;centraleachatexport.com/23320-small_default/steaks-haches-pur-boeuf-5-mg.jpg;1;3,18123E+12;45.8136;45.813600;Steaks hachés pur boeuf 5 % M.G.;927806;743;Steaks hachés pur boeuf 5 % M.G. CHARAL L'hebdopack 2 x 125g;10000;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.021600;3.000000;Conditionnement-L'hebdopack 2 x 125g,Unité par carton-12,NB carton/palette-120,DLV Garantie-6,DLV Théorique-7;1;;;
114215079;centraleachatexport.com/23321-small_default/2-steaks-haches-pur-boeuf-15-mg.jpg;1;3,18123E+12;39.5046;39.504600;2 Steaks hachés pur boeuf 15% M.G.;927822;744;2 Steaks hachés pur boeuf 15% M.G. CHARAL L'hebdopack 250g;10000;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.021600;3.000000;Conditionnement-L'hebdopack 250g,Unité par carton-12,NB carton/palette-120,DLV Garantie-6,DLV Théorique-7;1;;;
114215080;centraleachatexport.com/23322-small_default/hache-pur-boeuf-5-mg.jpg;1;3,18123E+12;44.7528;44.752800;Haché pur boeuf 5% M.G.;927848;745;Haché pur boeuf 5% M.G. CHARAL L'hebdopack 350g;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.005460;2.800000;Conditionnement-L'hebdopack 350g,Unité par carton-8,NB carton/palette-120,DLV Garantie-6,DLV Théorique-7;1;;;
114215081;centraleachatexport.com/23323-small_default/viande-hachee-pur-boeuf-15-mg.jpg;1;3,18123E+12;58.9428;58.942800;Viande hachée pur boeuf 15% M.G.;927863;746;Viande hachée pur boeuf 15% M.G. CHARAL La barquette 350g;10000;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.007560;4.200000;Conditionnement-La barquette 350g,Unité par carton-12,NB carton/palette-120,DLV Garantie-6,DLV Théorique-7;1;;;
114215082;centraleachatexport.com/23324-small_default/carpaccio-parmesan.jpg;1;3,18123E+12;45.5484;45.548400;Carpaccio parmesan;951764;747;Carpaccio parmesan CHARAL L'hebdopack 230g;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.013200;1.680000;Conditionnement-L'hebdopack 230g,Unité par carton-8,NB carton/palette-128,DLV Garantie-7,DLV Théorique-8;1;;;
114215083;centraleachatexport.com/23325-small_default/carpaccio-de-boeuf-au-basilic.jpg;1;3,18123E+12;45.498;45.498000;Carpaccio de boeuf au Basilic;925560;748;Carpaccio de boeuf au Basilic CHARAL L'hebdopack 230g;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.013200;1.320000;Conditionnement-L'hebdopack 230g,Unité par carton-8,NB carton/palette-128,DLV Garantie-7,DLV Théorique-8;1;;;
114215084;centraleachatexport.com/23326-small_default/2-paves-de-boeuf-aux-3-poivres-les-marines.jpg;1;3,18123E+12;33.1002;33.100200;2 Pavés de boeuf aux 3 poivres Les Marinés;924746;749;2 Pavés de boeuf aux 3 poivres Les Marinés CHARAL L'hebdopack 260g;10000;CHARAL;1,2,6261,6271,6361,6669;6;6.000000;0.012000;1.700000;Conditionnement-L'hebdopack 260g,Unité par carton-6,NB carton/palette-184,DLV Garantie-10,DLV Théorique-12;1;;;
114215085;centraleachatexport.com/23327-small_default/2-paves-de-boeuf-aux-echalottes-les-marines.jpg;1;3,18123E+12;33.1002;33.100200;2 Pavés de boeuf aux échalottes Les Marinés;924761;750;2 Pavés de boeuf aux échalottes Les Marinés CHARAL L'hebdopack 260g;10000;CHARAL;1,2,6261,6271,6361,6669;6;6.000000;0.012000;1.700000;Conditionnement-L'hebdopack 260g,Unité par carton-6,NB carton/palette-184,DLV Garantie-10,DLV Théorique-12;1;;;
114215087;centraleachatexport.com/23329-small_default/mini-biftecks-p-tits-tendres.jpg;1;3,18123E+12;24.7446;24.744600;Mini biftecks P'tits Tendres;940205;752;Mini biftecks P'tits Tendres CHARAL L'hebdopack 2 x 80g;10000;CHARAL;1,2,6261,6271,6361,6669;6;6.000000;0.012000;1.000000;Conditionnement-L'hebdopack 2 x 80g,Unité par carton-6,NB carton/palette-184,DLV Garantie-7,DLV Théorique-8;1;;;
114215088;centraleachatexport.com/23330-small_default/pave-de-boeuf.jpg;1;3,18123E+12;59.4552;59.455200;Pavé de bœuf;565366;753;Pavé de bœuf CHARAL Le pack 2 x 130g;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.014400;2.240000;Conditionnement-Le pack 2 x 130g,Unité par carton-8,NB carton/palette-96,DLV Garantie-13,DLV Théorique-14;1;;;
114215089;centraleachatexport.com/23331-small_default/bifteck-hache-bio-5.jpg;1;3,18123E+12;33.6876;33.687600;Bifteck haché bio 5%;871764;754;<p>Bifteck haché bio 5% CHARAL L'hebdopack 2 x 100g</p>;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.009600;1.600000;Conditionnement-L'hebdopack 2 x 100g,Unité par carton-8,NB carton/palette-184,DLV Garantie-8,DLV Théorique-9,Produits bio-oui;1;;;
114215090;centraleachatexport.com/23332-small_default/bifteck-hache-5.jpg;1;3,18123E+12;28.2312;28.231200;Bifteck haché 5%;839761;755;Bifteck haché 5%  CHARAL L'hebdopack 130g;9999;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.010140;2.020000;Conditionnement-L'hebdopack 130g,Unité par carton-12,NB carton/palette-144,DLV Garantie-7,DLV Théorique-8;1;;;
114215091;centraleachatexport.com/23333-small_default/bifteck-hache-15.jpg;1;3,18123E+12;25.9758;25.975800;Bifteck haché 15%;925685;756;Bifteck haché 15% CHARAL L'hebdopack 130g;10000;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.010140;2.020000;Conditionnement-L'hebdopack 130g,Unité par carton-12,NB carton/palette-144,DLV Garantie-7,DLV Théorique-8;1;;;
114215092;centraleachatexport.com/23334-small_default/bifteck-hache-bio-15.jpg;1;3,18123E+12;29.8344;29.834400;Bifteck haché bio 15%;925586;757;<p>Bifteck haché bio 15% CHARAL L'hebdopack 130g</p>;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.009600;1.600000;Conditionnement-L'hebdopack 130g,Unité par carton-8,NB carton/palette-184,DLV Garantie-7,DLV Théorique-8,Produits bio-oui;1;;;
114215093;centraleachatexport.com/23335-small_default/2-steaks-haches-pur-boeuf-5-mg.jpg;1;3,18123E+12;55.098;55.098000;2 steaks hachés pur boeuf 5% M.G;925503;758;2 steaks hachés pur boeuf 5% M.G CHARAL L'hebdopack 260g;10000;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.005460;3.120000;Conditionnement-L'hebdopack 260g,Unité par carton-12,NB carton/palette-276,DLV Garantie-7,DLV Théorique-8;1;;;
114215094;centraleachatexport.com/23336-small_default/hache-limousin.jpg;1;3,18123E+12;13.9635;13.963500;Haché limousin;851568;759;Haché limousin  La barquette 130g;9999;;1,2,6261,6271,6361,6669;6;6.000000;0.009600;0.780000;Conditionnement-La barquette 130g,Unité par carton-6,NB carton/palette-80,DLV Garantie-7,DLV Théorique-8;1;;;
114215095;centraleachatexport.com/23337-small_default/1-steak-hache-pur-boeuf-xxl.jpg;1;3,18123E+12;16.7301;16.730100;1 Steak haché pur boeuf XXL;945642;760;1 Steak haché pur boeuf XXL CHARAL L'hebdopack 180g;10000;CHARAL;1,2,6261,6271,6361,6669;6;6.000000;0.012000;1.200000;Conditionnement-L'hebdopack 180g,Unité par carton-6,NB carton/palette-184,DLV Garantie-7,DLV Théorique-8;1;;;
114215096;centraleachatexport.com/23338-small_default/bifteck-hache-15.jpg;1;3,18123E+12;47.0448;47.044800;Bifteck haché 15%;925529;761;Bifteck haché 15%  CHARAL L'hebdopack 2 x 130g;10000;CHARAL;1,2,6261,6271,6361,6669;12;12.000000;0.005460;3.120000;Conditionnement-L'hebdopack 2 x 130g,Unité par carton-12,NB carton/palette-276,DLV Garantie-7,DLV Théorique-8;1;;;
114215097;centraleachatexport.com/23339-small_default/steak-hache-happy-family-15-mg.jpg;1;3,18123E+12;15.4098;15.409800;Steak Haché Happy Family 15% M.G.;871749;762;Steak Haché Happy Family 15% M.G. CHARAL L'hebdopack 3 x 100g;9999;CHARAL;1,2,6261,6271,6361,6669;4;4.000000;0.005000;1.200000;Conditionnement-L'hebdopack 3 x 100g,Unité par carton-4,NB carton/palette-100,DLV Garantie-8,DLV Théorique-9;1;;;
114215098;centraleachatexport.com/23340-small_default/boulette-happy-family-x18.jpg;1;3,18123E+12;15.1572;15.157200;Boulette happy family x18;839183;763;Boulette happy family x18 CHARAL La barquette 270g;10000;CHARAL;1,2,6261,6271,6361,6669;4;4.000000;0.005000;1.080000;Conditionnement-La barquette 270g,Unité par carton-4,NB carton/palette-100,DLV Garantie-7,DLV Théorique-8;1;;;
114215099;centraleachatexport.com/23341-small_default/hache-15-authentique.jpg;1;3,18123E+12;26.4879;26.487900;Haché 15% authentique;829382;764;Haché 15% authentique  CHARAL La barquette 140g;10000;CHARAL;1,2,6261,6271,6361,6669;6;6.000000;0.017150;1.300000;Conditionnement-La barquette 140g,Unité par carton-6,NB carton/palette-120,DLV Garantie-7,DLV Théorique-8;1;;;
114215101;centraleachatexport.com/23343-small_default/tendre-de-boeuf.jpg;1;3,18124E+12;21.3912;21.391200;Tendre de Boeuf;569525;766;Tendre de Boeuf CHARAL L'hebopack 2 x 120g;10000;CHARAL;1,2,6261,6271,6361,6669;4;4.000000;0.009600;0.960000;Conditionnement-L'hebopack 2 x 120g,Unité par carton-4,NB carton/palette-80,DLV Garantie-7,DLV Théorique-8;1;;;
114215102;centraleachatexport.com/23344-small_default/bifteck-extra-tendre.jpg;1;3,18124E+12;24.1764;24.176400;Bifteck extra tendre;565382;767;Bifteck extra tendre CHARAL L'hebdopack 130g;10000;CHARAL;1,2,6261,6271,6361,6669;8;8.000000;0.014400;1.040000;Conditionnement-L'hebdopack 130g,Unité par carton-8,NB carton/palette-96,DLV Garantie-13,DLV Théorique-14;1;;;
114215104;centraleachatexport.com/23346-small_default/steak-hache-special-burger.jpg;1;3,18124E+12;17.1594;17.159400;Steak haché spécial burger;567420;769;Steak haché spécial burger CHARAL Le pack x 2;10000;CHARAL;1,2,6261,6271,6361,6669;4;4.000000;0.014400;1.300000;Conditionnement-Le pack x 2,Unité par carton-4,NB carton/palette-104,DLV Garantie-7,DLV Théorique-8;1;;;
114215105;centraleachatexport.com/23347-small_default/nuggets-au-boeuf.jpg;1;3,18124E+12;12.5934;12.593400;Nuggets au bœuf;567446;770;Nuggets au bœuf CHARAL La boite 200g;-557452;CHARAL;1,2,6261,6271,6361,6669;4;4.000000;0.014400;0.950000;Conditionnement-La boite 200g,Unité par carton-4,NB carton/palette-104,DLV Garantie-9,DLV Théorique-10;1;;;
